Devices
1000
,,Seat Plate - Force,,,Seat Plate - Moment,,,Seat Plate - CoP,,,Foot Plate - Force,,,Foot Plate - Moment,,,Foot Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
12,0,-9.3161,-0.810239,-591.75,-215158,5363.29,3799.62,59.0635,442.212,7.86,4.52179,-0.712584,-158.022,-460.784,-1973.14,2637.4,83.5135,787.916,-478
12,1,-9.62127,0.105289,-591.75,-214609,4813.98,5310.24,58.1352,441.283,7.86,3.60626,-0.407408,-163.515,-369.231,-2247.8,1813.43,82.2533,787.258,-478
12,2,-4.12811,1.02082,-591.14,-215433,4722.43,5584.9,57.9887,443.052,7.86,7.26837,-1.01776,-158.022,271.638,-1973.14,1950.76,83.5135,783.281,-478
12,3,-9.3161,1.02082,-586.867,-215158,4997.08,4760.92,58.5148,445.237,7.86,3.60626,1.11847,-158.632,-94.5728,-1973.14,2088.09,83.5615,785.596,-478
12,4,-11.1472,-0.810238,-591.75,-213236,5180.19,5172.91,58.754,438.962,7.86,4.52179,1.72882,-157.411,-94.5728,-1698.49,2362.75,85.2099,785.601,-478
12,5,-9.62127,-1.11541,-591.14,-215433,4905.53,4760.92,58.2984,443.052,7.86,-1.27655,0.813295,-158.632,-186.126,-2247.8,2500.07,81.8301,786.173,-478
12,6,-9.62127,-0.199887,-597.243,-214609,4356.21,5310.24,57.2939,437.948,7.86,4.52179,-2.23846,-157.411,-1376.31,1048.1,2088.09,102.658,793.743,-478
12,7,-7.17987,-2.33612,-591.75,-215433,6095.72,5447.57,60.3012,442.676,7.86,3.30109,0.508119,-162.905,-186.126,-2247.8,714.796,82.2017,786.143,-478
12,8,-9.01092,-0.810239,-590.529,-213785,4997.08,5310.24,58.462,440.638,7.86,4.21662,-1.93329,-161.074,-735.442,-2797.12,1813.43,78.6345,789.566,-478
12,9,-9.01092,-0.505063,-591.75,-214884,4722.43,5996.89,57.9804,441.747,7.86,2.08039,2.94953,-162.294,-460.784,-2247.8,1676.1,82.1498,787.839,-478
13,0,-9.3161,4.37775,-593.581,-215433,4905.53,5310.24,58.2643,441.553,7.86,4.52179,-2.23846,-156.191,-552.336,3520.02,1813.43,118.537,788.536,-478
13,1,-10.2316,0.105289,-591.75,-211588,6004.16,5035.58,60.1465,436.178,7.86,2.69074,-0.102233,-159.853,-3.02007,-2797.12,3873.37,78.5019,785.019,-478
13,2,-9.01092,-1.11541,-591.14,-215158,4813.98,5172.91,58.1436,442.587,7.86,3.91144,0.202943,-159.243,-186.126,-874.511,1676.1,90.5083,786.169,-478
13,3,-9.01092,-0.199887,-593.581,-214334,4539.32,6408.87,57.6474,439.702,7.86,4.52179,-1.93329,-159.853,-186.126,-1973.14,2912.06,83.6565,786.164,-478
13,4,-7.17987,-0.199888,-595.412,-214609,5180.19,6683.53,58.7002,439.053,7.86,6.04767,-0.407408,-153.749,-552.336,-2522.46,440.138,79.5937,788.593,-478
13,5,-10.5368,-0.505063,-591.14,-210214,5088.64,5172.91,58.6082,434.224,7.86,4.21662,-0.102233,-159.853,912.507,-3346.43,2225.42,75.0655,779.292,-478
13,6,-10.5368,-0.505063,-592.36,-214334,4905.53,6958.19,58.2813,440.446,7.86,3.30109,1.72882,-159.243,-277.678,-1698.49,1676.1,85.334,786.744,-478
13,7,-10.2316,0.105289,-592.971,-216806,4905.53,5859.56,58.2728,444.242,7.86,3.60626,-0.102233,-162.294,-94.5728,-2247.8,1813.43,82.1498,785.583,-478
13,8,-11.1472,0.410465,-591.75,-214609,4813.98,5310.24,58.1352,441.283,7.86,2.69074,1.11847,-159.853,-2291.84,-1698.49,1538.77,85.3747,799.337,-478
13,9,-9.92645,0.410465,-588.698,-214334,4813.98,3799.62,58.1773,442.697,7.86,4.21662,2.034,-158.632,-186.126,-4170.41,2774.73,69.7102,786.173,-478
14,0,-10.2316,0.105289,-591.14,-214060,4081.56,5584.9,56.9046,440.728,7.86,3.91144,2.034,-156.801,-369.231,-1973.14,1676.1,83.4163,787.355,-478
14,1,-8.0954,0.105288,-594.191,-215433,4722.43,5447.57,57.9477,441.18,7.86,5.74249,0.813295,-153.749,-3.02007,-1973.14,2637.4,83.1665,785.02,-478
14,2,-10.2316,-0.199887,-591.14,-215707,5088.64,5447.57,58.6082,443.516,7.86,3.60626,1.72882,-158.022,-735.442,2146.73,1950.76,109.585,789.654,-478
14,3,-10.2316,-1.42059,-591.14,-214884,7102.8,5172.91,62.0154,442.122,7.86,4.21662,-0.407408,-158.022,-369.231,-1423.83,3873.37,86.9897,787.337,-478
